,precip,mintemp,maxtemp
169,96.09734,16.002522,26.07573
170,106.8525,15.711698,26.424906
171,163.99924,14.80024,25.257969
172,132.88232,16.584866,26.25747
173,19.20556,15.8698015,26.743252
174,9.533339,15.182333,27.37751
175,31.13167,15.4235115,25.894907
176,100.01349,16.272646,27.968178
177,95.93765,14.623489,25.252907
178,127.81504,15.406719,25.600447
179,90.68965,14.686355,25.409145
180,61.185078,15.293626,26.010448
181,84.708115,14.863459,26.936666
182,99.16622,15.711698,26.124907
183,172.34604,15.076802,24.172031
184,132.88232,15.636427,24.90903
185,45.672695,15.069801,25.680752
186,6.680806,14.180771,26.275948
187,17.785252,15.621948,28.094908
188,86.071175,16.149208,28.168177
189,139.81871,16.646927,26.852905
190,177.83183,15.030156,24.361383
191,110.79852,15.723854,26.146645
192,104.85362,16.881126,26.535448
193,100.51845,16.402521,27.13823
194,132.6051,16.235136,27.071781
195,184.69283,16.1018,25.797031
196,132.88232,15.761427,25.43403
197,22.605848,14.846364,26.34325
198,25.933357,14.805771,27.563446
199,33.711594,15.237574,27.948032
200,70.65613,15.111709,27.107239
201,82.99658,15.207864,27.052906
202,127.81504,15.553594,25.84732
203,90.68965,16.109793,26.832582
204,57.718483,15.217063,27.472948
205,101.010345,15.300959,26.560104
206,128.62665,15.674198,26.110844
207,100.33429,15.976802,26.757969
208,132.88232,16.659864,26.332468
209,33.02139,15.683865,26.418251
210,10.894972,15.005771,26.61501
211,18.11548,16.946949,27.994907
212,130.59023,16.388271,27.621302
213,103.87991,16.784428,27.22947
214,130.44829,14.816093,25.109821
215,64.30122,14.623855,26.009146
216,68.32927,16.00925,25.68701
217,110.64984,15.140021,27.014791
218,130.6997,14.997636,24.748343
219,194.43948,15.423677,25.018906
220,132.88232,15.673927,25.34653
221,22.543226,14.407302,26.004189
222,9.5644655,14.719833,26.91501
223,26.27956,15.321949,27.032406
224,29.850458,14.810146,27.84474
225,95.53668,15.646927,26.715406
226,77.45808,15.778593,26.07232
227,117.09664,16.048855,26.209145
